      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA1   	   MA.MA2   	   MA.MA3   	   MA.MA4   	  VOL.VOLUME	  VOL.MAVOL1	  VOL.MAVOL2	  DMI.PDI   	  DMI.MDI   	  DMI.ADX   	  DMI.ADXR  	 
 2015/05/21	   22.82	   24.20	   22.75	   24.00	      104857656	      22.76	      22.50	      21.16	      17.80	 1048576.50	  963008.00	 1086520.00	      32.23	       8.06	      53.66	      49.56	
 2015/05/22	   24.60	   24.80	   23.23	   23.97	      112163976	      23.14	      22.82	      21.45	      17.96	 1121639.75	  994659.19	 1085320.00	      33.18	       6.78	      57.20	      51.74	
 2015/05/25	   23.73	   24.67	   23.51	   24.28	      101424608	      23.62	      23.01	      21.67	      18.12	 1014246.06	 1043126.38	 1030776.00	      29.22	       5.97	      59.73	      54.03	
 2015/05/26	   26.00	   26.71	   25.41	   26.71	       62665320	      24.36	      23.47	      22.01	      18.31	  626653.19	  995926.38	  970372.81	      41.48	       4.63	      65.50	      57.30	
 2015/05/27	   29.20	   29.38	   28.50	   29.38	      192562592	      25.67	      24.13	      22.53	      18.55	 1925625.88	 1147350.38	 1039278.38	      54.42	       3.61	      71.80	      61.44	
 2015/05/28	   30.00	   30.37	   27.02	   27.31	      231915248	      26.33	      24.54	      22.86	      18.76	 2319152.50	 1401465.63	 1182236.75	      41.22	      13.45	      65.80	      62.69	
 2015/05/29	   27.98	   29.80	   27.00	   28.78	      194012784	      27.29	      25.22	      23.28	      18.99	 1940127.88	 1565161.63	 1279910.38	      33.41	      11.03	      61.38	      62.32	
 2015/06/01	   28.77	   31.66	   28.38	   31.66	      120372136	      28.77	      26.19	      23.84	      19.28	 1203721.38	 1603056.00	 1323091.25	      38.16	       8.78	      61.73	      62.15	
 2015/06/02	   33.20	   34.18	   31.51	   32.56	      178569984	      29.94	      27.15	      24.48	      19.59	 1785699.88	 1834867.25	 1415396.75	      47.20	       7.37	      64.94	      62.95	
 2015/06/03	   32.40	   32.62	   30.81	   31.74	      121509256	      30.41	      28.04	      25.06	      19.88	 1215092.50	 1692758.38	 1420054.38	      41.93	      10.87	      63.20	      63.02	
 2015/06/04	   32.00	   32.62	   28.57	   30.78	      153286496	      31.10	      28.72	      25.61	      20.15	 1532865.00	 1535500.75	 1468483.25	      32.54	      20.82	      51.42	      59.70	
 2015/06/05	   31.50	   31.65	   29.35	   30.14	      123323392	      31.38	      29.33	      26.08	      20.42	 1233233.88	 1394121.63	 1479641.63	      28.38	      18.15	      43.01	      54.93	
 2015/06/08	   30.09	   30.10	   28.33	   29.60	      121405032	      30.96	      29.87	      26.44	      20.68	 1214050.38	 1396188.75	 1499622.38	      25.43	      22.13	      32.70	      48.58	
 2015/06/09	   29.40	   31.59	   28.89	   30.72	      111016512	      30.60	      30.27	      26.87	      20.95	 1110165.13	 1261078.38	 1547972.75	      29.95	      18.77	      29.92	      43.25	
 2015/06/10	   30.45	   32.00	   30.00	   31.25	      118179704	      30.50	      30.45	      27.29	      21.22	 1181797.00	 1254422.38	 1473590.38	      28.86	      16.61	      29.07	      39.20	
 2015/06/11	   31.29	   31.48	   30.00	   30.40	       88027304	      30.42	      30.76	      27.65	      21.47	  880273.06	 1123904.00	 1329702.38	      26.28	      15.13	      28.46	      36.13	
 2015/06/12	   30.47	   31.50	   30.40	   30.45	       86482560	      30.48	      30.93	      28.07	      21.72	  864825.63	 1050220.75	 1222171.25	      24.54	      14.05	      28.10	      33.83	
 2015/06/15	   30.49	   30.70	   28.82	   29.02	       92860904	      30.37	      30.67	      28.43	      21.94	  928609.06	  993132.81	 1194660.75	      21.52	      22.66	      20.81	      30.11	
 2015/06/16	   28.70	   29.57	   28.10	   28.57	       75606864	      29.94	      30.27	      28.71	      22.16	  756068.63	  922316.81	 1091697.63	      19.37	      25.29	      18.65	      26.84	
 2015/06/17	   29.45	   29.59	   27.78	   29.19	       71411296	      29.53	      30.01	      29.03	      22.37	  714112.94	  828777.63	 1041600.00	      16.96	      24.35	      18.43	      24.44	
 2015/06/18	   29.19	   29.67	   27.88	   27.94	       59209344	      29.03	      29.73	      29.22	      22.55	  592093.44	  771142.38	  947523.19	      15.41	      21.32	      17.76	      22.53	
 2015/06/19	   27.40	   27.48	   25.15	   25.15	       79946856	      27.97	      29.23	      29.28	      22.70	  799468.56	  758070.38	  904145.63	      12.59	      35.30	      26.23	      23.59	
 2015/06/23	   25.02	   25.24	   22.64	   23.86	      141336928	      26.94	      28.66	      29.26	      22.83	 1413369.25	  855024.00	  924078.38	      10.53	      45.35	      36.54	      27.29	
 2015/06/24	   24.18	   25.28	   23.80	   24.68	      103075448	      26.16	      28.05	      29.16	      22.97	 1030754.50	  909958.38	  916137.63	       9.77	      40.94	      43.67	      31.97	
 2015/06/25	   24.81	   25.95	   24.01	   24.68	      104535584	      25.26	      27.39	      28.92	      23.11	 1045355.81	  976208.00	  902492.81	      12.94	      35.69	      44.55	      35.56	
 2015/06/26	   23.90	   24.16	   22.21	   22.21	       89899082	      24.12	      26.58	      28.67	      23.21	  898990.81	 1037587.19	  904364.81	      10.89	      41.58	      48.54	      39.27	
